LOCATION_ID,OPERATOR,LON,LAT
4075332012,Citibank,-77.0413579,38.8997019
6581097147,KeyBank,-105.03489,39.9573942
4402038666,Wells Fargo,-105.278662,40.0175683
4286618592,,-104.6759362,39.8588701
4458732044,,-105.0753561,40.5323147
8629595033,,-97.6093851,30.8211403
5224044995,,-104.899702,39.6229975
1553237403,KeyBank,-105.087215,39.7105889
4331246182,,-105.0970451,39.8787947
3137305159,ACE Check Cashing,-76.9982323,38.9000518
4186450954,Colorado East Bank & Trust,-104.5107821,40.108881
1553237416,Wells Fargo,-105.084184,39.7105641
6570609185,Bank of the West,-104.990454,39.7459748
1715393599,,-105.0044203,39.7543917
6838467511,Bank of the West,-105.072207,39.5956389
6838467513,U.S. Bank,-105.070467,39.5948745
5648408222,Bank of America,-77.0328373,38.9289812
5210408721,,-77.1890344,38.8296827
3413725757,,-104.9821294,39.7382937
6052771905,,-77.1089128,38.8808031
4719427277,,-77.0055939,38.8979438
3634964854,,-105.0799405,39.769903
4070361590,BB&T,-77.0425513,38.9231331
1579202285,Wells Fargo,-105.082028,39.6820305
5927489169,,-104.7813512,39.5587447
4082289189,Citibank,-77.0321746,38.930302
8347091110,Cardtronics ATM,-97.7155386,30.4096141
3540545676,Wells Fargo,-104.819706,39.6984672
2152145796,Cadence Bank,-97.4170401,30.6002487
993824455,Capital One,-77.0431222,38.8558436
8968475138,,-88.9889842,30.4016813
1250747966,Capitol Credit Union,-97.7165885,30.4057083
9415123765,Chase,-97.8579459,30.582524
8777723353,,-97.6901895,30.5290052
6733804185,Xplore,-90.0701185,29.9516987
4141886865,KeyBank,-104.77331,39.6510937
2663516956,BB&T,-76.6613796,38.7196856
8758932040,Chase,-77.042053,38.9232682
2752892211,Academy Bank,-104.8765391,39.6521856
3260831117,,-89.3763739,31.3272401
9172064258,,-104.7685204,39.5363296
5528393175,,-77.1221818,38.7859281
578367165,First Bank,-105.137088,39.7088959
2096899139,First Bank,-105.234335,39.9997521
3781168857,Wells Fargo,-77.0246103,38.9367686
6141051174,,-77.0945234,38.8880315
3037395023,,-77.0587469,38.8062595
6546093060,,-106.3741816,39.6391859
2906579958,Chase,-104.864607,39.7113889
3441134100,,-104.9749881,39.7335348
9750095012,USAA,-98.6395641,29.3814804
7416156874,,-90.0723694,30.3692621
8493459520,Chase,-97.6844409,30.4804486
5765837008,KeyBank,-104.765573,39.5181799
8099213455,,-104.9022563,39.7596323
1997919227,,-96.3733406,30.6734791
5296542670,BBVA Compass Bank,-104.8940474,39.6246619
1258199436,Chase,-97.7547029,30.4258053
3720350902,,-77.058415,38.835027
4922736734,,-89.3601525,31.3231833
5070222419,,-104.6742019,39.8498581
8555431406,,-97.761502,30.5591691
9898257109,Bank of America,-98.1341711,29.6826191
